Source,Target,weight
8742,8641,805.0
8742,8723,694.0
8742,8735,120.0
8742,8736,310.0
8742,8739,270.0
8742,8740,120.0
8742,8741,120.0
8743,8739,120.0
8743,8742,140.0
8744,8742,310.0
8745,8138,380.0
8745,8275,300.0
8745,8641,300.0
8745,8742,300.0
8745,10341,380.0
8747,7689,270.0
8747,8138,1442.0
8747,8139,356.33334
8747,8143,396.0
8747,8174,896.0
8747,8176,666.0
8747,8197,312.0
8747,8216,705.0
8747,8218,953.0
8747,8262,706.0
8747,8275,437.0
8747,8619,400.0
8747,8641,1157.0
8747,8685,150.0
8747,8694,150.0
8747,8702,200.0
8747,8715,641.0
8747,8719,494.0
8747,8723,883.0
8747,8724,320.0
8747,8725,508.0
8747,8727,222.0
8747,8729,508.0
8747,8742,150.0
8747,8745,248.0
8747,8746,916.0
8748,8747,602.0
8750,8736,120.0
8750,8747,426.3333
8750,8749,124.0
8751,8747,592.0
8752,8747,539.0
8753,8747,595.0
8753,9884,174.0
8754,8747,334.0
8756,8736,150.0
8756,8742,150.0
8760,8736,150.0
8760,8739,150.0
8760,8740,150.0
8760,8742,150.0
8760,8744,150.0
8760,8747,150.0
8760,8756,390.0
8761,7358,1053.0
8761,7421,1110.0
8761,7448,1033.0
8761,7568,545.0
8761,7794,1423.0
8761,7937,561.5
8761,8100,313.0
8761,8138,1249.0
8761,8139,360.0
8761,8143,396.0
8761,8172,300.0
8761,8174,1259.0
8761,8176,1062.0
8761,8180,540.0
8761,8185,200.0
8761,8186,200.0
8761,8190,200.0
8761,8197,617.25
8761,8216,945.0
8761,8218,743.0
8761,8262,270.0
8761,8266,270.0
8761,8275,460.0
8761,8284,150.0
8761,8531,220.0
8761,8591,490.0
8761,8599,174.0
8761,8601,723.5
8761,8619,836.6667
8761,8621,310.0
8761,8622,310.0
8761,8627,150.0
8761,8635,174.0
8761,8640,934.5833
8761,8641,677.3
8761,8649,624.0
8761,8662,150.0
8761,8663,150.0
8761,8665,650.0
8761,8669,470.0
8761,8672,484.0
8761,8674,320.0
8761,8677,630.0
8761,8681,324.0
8761,8684,160.0
8761,8685,474.0
8761,8692,310.0
8761,8693,248.0
8761,8694,880.0
8761,8695,150.0
8761,8701,510.0
8761,8702,510.0
8761,8714,442.0
8761,8715,150.0
8761,8723,914.5
8761,8735,310.0
8761,8736,637.0
8761,8739,303.0
8761,8740,484.0
8761,8742,477.0
8761,8743,303.0
8761,8744,310.0
8761,8745,447.0
8761,8746,150.0
8761,8747,2294.0
8761,8748,150.0
8761,8753,150.0
8761,8754,150.0
8761,8755,303.0
8761,8756,303.0
8761,8757,153.0
8761,8760,303.0
8762,8736,150.0
8762,8761,605.0
8763,8739,150.0
8763,8761,303.0
8764,8216,160.0
8764,8641,730.0
8764,8685,150.0
8764,8693,240.0
8764,8694,240.0
8764,8736,150.0
8764,8739,150.0
8764,8742,150.0
8764,8747,150.0
8764,8754,240.0
8764,8756,360.0
8764,8757,240.0
8764,8760,150.0
8764,8761,605.0
8764,8762,510.0
8766,7171,187.5
8766,7358,1585.5
8766,7363,1584.0
8766,7384,295.0
8766,7421,1727.0
8766,7448,1069.0
8766,7461,626.0
8766,7547,1252.0
8766,7736,396.0
8766,7794,951.0
8766,7857,396.0
8766,7872,313.0
8766,7925,1405.0
8766,7937,873.0
8766,8100,1000.5
8766,8102,626.0
8766,8138,336.5
8766,8143,650.0
8766,8174,1500.0
8766,8176,1927.0
8766,8197,374.5
8766,8211,288.0
8766,8216,1814.0
8766,8218,3016.0
8766,8234,580.0
8766,8262,1318.0
8766,8275,948.5
8766,8283,124.0
8766,8284,300.0
8766,8591,490.0
8766,8599,290.0
8766,8601,674.5
8766,8619,1121.0
8766,8621,750.0
8766,8622,620.0
8766,8627,854.0
8766,8633,248.0
8766,8640,728.0
8766,8641,2535.0833
8766,8649,1027.5
8766,8662,150.0
8766,8663,150.0
8766,8665,300.0
8766,8669,613.0
8766,8671,300.0
8766,8672,413.33337
8766,8674,460.0
8766,8677,1297.0
8766,8681,310.0
8766,8682,424.0
8766,8684,440.0
8766,8685,150.0
8766,8692,300.0
8766,8693,496.0
8766,8694,884.0
8766,8695,150.0
8766,8700,470.0
8766,8701,790.0
8766,8702,975.5
8766,8714,1040.0
8766,8715,398.0
8766,8723,1821.0
8766,8725,450.0
8766,8736,576.0
8766,8739,150.0
8766,8742,561.0
8766,8745,423.0
8766,8746,372.0
8766,8747,2015.1667
8766,8753,372.0
8766,8756,150.0
8766,8757,240.0
8766,8759,240.0
8766,8761,1998.8334
8766,8762,711.0
8766,8763,150.0
8766,8764,884.0
8766,8765,124.0
8769,7171,663.0
8769,8071,448.0
8769,8076,160.0
8769,8098,480.0
8769,8099,310.0
8769,8100,2360.3
8769,8102,450.0
8769,8103,320.0
8769,8114,320.0
8769,8120,320.0
8769,8176,1110.0
8769,8216,540.0
8769,8641,870.0
8769,8723,290.0
8769,8761,290.0
8769,8766,2828.0
8769,8768,110.0
8769,9303,240.0
8769,9889,120.0
8770,8100,455.0
8770,8102,450.0
8770,8218,750.0
8770,8761,270.0
8770,8766,313.0
8771,7171,240.0
8771,8100,450.0
8771,8200,160.0
8771,8218,750.0
8771,8641,1160.0
8771,8767,120.0
8771,8768,110.0
8771,8769,1884.0
8771,8770,150.0
8771,9901,120.0
8772,8769,120.0
8773,8769,280.0
8773,8770,240.0
8773,8771,120.0
8775,8769,406.0
8776,8769,286.0
8777,8769,372.0
8777,8775,120.0
8778,8769,574.0
8778,8771,120.0
8778,8773,240.0
8778,8775,120.0
8779,8771,240.0
8782,9906,40.0
8783,8769,290.0
8784,8769,150.0
8785,8071,480.0
8785,8100,2089.3333
8785,8102,605.0
8785,8114,150.0
8785,8120,780.0
8785,8174,1188.0
8785,8176,1110.0
8785,8197,396.0
8785,8218,250.0
8785,8275,295.0
8785,8641,870.0
8785,8649,353.0
8785,8694,353.0
8785,8702,540.0
8785,8745,380.0
8785,8747,250.0
8785,8761,1363.5
8785,8766,2599.5
8785,8768,310.0
8785,8769,776.5
8785,8770,485.0
8785,8771,670.0
8785,8774,460.0
8785,8775,150.0
8785,8778,200.0
8785,8781,120.0
8785,8783,625.0
8785,8784,410.0
8786,8100,600.0
8786,8176,792.0
8786,8641,290.0
8786,8761,560.0
8786,8766,870.0
8786,8768,160.0
8786,8769,724.0
8786,8770,310.0
8786,8771,150.0
8786,8785,728.0
8787,8769,160.0
8787,8785,160.0
8787,8791,240.0
8788,8785,120.0
8788,8786,110.0
8791,8769,160.0
8791,8785,160.0
8792,7547,675.0
8792,7568,250.0
8792,8100,939.0
8792,8176,792.0
8792,8197,313.0
8792,8641,290.0
8792,8694,160.0
8792,8742,160.0
8792,8747,288.0
8792,8761,560.0
8792,8766,2290.5
8792,8768,220.0
8792,8769,853.75
8792,8771,150.0
8792,8785,937.3333
8792,8786,450.0
8792,8787,297.5
8792,8788,380.0
8792,8789,480.0
8792,8790,355.0
8792,8791,293.3333
8793,8792,140.0
8794,8769,399.0
8794,8770,120.0
8794,8785,403.0
8794,8786,280.0
8794,8792,160.0
8795,8785,160.0
8797,8100,150.0
8797,8769,150.0
8799,7171,320.0
8799,7264,313.0
8799,7547,832.0
8799,8070,215.0
8799,8071,675.0
8799,8072,128.0
8799,8073,160.0
8799,8076,160.0
8799,8098,320.0
8799,8099,387.5
8799,8100,2559.5
8799,8102,1412.0
8799,8114,470.0
8799,8120,780.0
8799,8174,1172.0
8799,8176,1110.0
8799,8216,290.0
8799,8218,776.0
8799,8275,585.0
8799,8398,832.0
8799,8641,2021.0
8799,8649,353.0
8799,8694,353.0
8799,8702,540.0
8799,8723,1229.0
8799,8747,810.0
8799,8761,560.0
8799,8766,3489.6665
8799,8768,438.0
8799,8769,1003.25
8799,8770,650.0
8799,8771,824.0
8799,8774,310.0
8799,8775,140.0
8799,8776,150.0
8799,8778,310.0
8799,8780,150.0
8799,8781,360.0
8799,8783,400.0
8799,8784,310.0
8799,8785,1613.1666
8799,8786,707.0
8799,8787,160.0
8799,8792,1026.25
8799,8794,383.0
8799,8795,410.0
8799,8796,240.0
8799,8797,150.0
8799,8956,832.0
8800,8799,120.0
8801,8785,120.0
8801,8799,240.0
8802,7264,603.0
8802,7292,1172.0
8802,7300,270.0
8802,7351,540.0
8802,7358,951.0
8802,7362,540.0
8802,7363,650.0
8802,7368,540.0
8802,7384,580.0
8802,7419,540.0
8802,7421,1208.0
8802,7448,610.0
8802,7461,590.0
8802,7506,706.0
8802,7534,580.0
8802,7547,590.0
8802,7568,295.0
8802,7600,313.0
8802,7674,626.0
8802,7689,540.0
8802,7744,540.0
8802,7794,1501.0
8802,7857,270.0
8802,7872,270.0
8802,7884,430.0
8802,7894,505.0
8802,7922,270.0
8802,7925,290.0
8802,7937,792.0
8802,8174,1250.0
8802,8176,765.5
8802,8193,400.0
8802,8197,396.0
8802,8199,290.0
8802,8211,290.0
8802,8216,1349.3334
8802,8218,1147.5
8802,8223,320.0
8802,8262,1018.0
8802,8265,490.0
8802,8266,890.0
8802,8268,1079.5
8802,8270,160.0
8802,8271,320.0
8802,8275,460.0
8802,8531,310.0
8802,8532,150.0
8802,8542,300.0
8802,8543,288.0
8802,8546,428.0
8802,8552,150.0
8802,8555,150.0
8802,8556,160.0
8802,8565,580.0
8802,8586,300.0
8802,8591,500.0
8802,8592,1283.0
8802,8594,215.0
8802,8619,250.0
8802,8622,128.0
8802,8641,1383.3333
8802,8649,290.0
8802,8663,316.0
8802,8684,430.0
8802,8694,320.0
8802,8701,560.0
8802,8702,128.0
8802,8714,160.0
8802,8723,979.6666
8802,8747,290.0
8802,8761,560.0
8802,8766,638.75
8802,8799,270.0
8803,8553,128.0
8803,8802,716.0
8804,8211,120.0
8804,8215,480.0
8804,8216,396.0
8804,8265,360.0
8804,8641,470.0
8804,8723,817.0
8804,8766,313.0
8805,8215,120.0
8805,8216,160.0
8805,8266,146.0
8805,8641,310.0
8805,8663,274.0
8805,8802,448.0
8805,8804,120.0
8806,7264,380.0
8806,7421,380.0
8806,7448,520.0
8806,7674,920.0
8806,7689,792.0
8806,7794,563.0
8806,7937,565.0
8806,8100,380.0
8806,8138,360.0
8806,8143,360.0
8806,8176,709.0
8806,8197,396.0
8806,8199,270.0
8806,8211,120.0
8806,8212,120.0
8806,8216,1222.0
8806,8218,1325.0
8806,8234,124.0
8806,8266,150.0
8806,8275,420.0
8806,8592,540.0
8806,8621,162.0
8806,8622,350.0
8806,8640,160.0
8806,8641,576.6666
8806,8649,128.0
8806,8662,150.0
8806,8665,124.0
8806,8684,313.0
8806,8685,270.0
8806,8694,200.0
8806,8700,360.0
8806,8701,320.0
8806,8702,360.0
8806,8714,274.0
8806,8723,735.0
8806,8742,150.0
8806,8747,410.0
8806,8761,514.0
8806,8764,150.0
8806,8766,727.0
8806,8769,250.0
8806,8785,290.0
8806,8792,250.0
8806,8799,270.0
8806,8802,1050.7666
8806,8804,745.3333
8806,8805,434.0
8806,9998,160.0
8807,8211,440.0
8807,8212,120.0
8807,8216,765.0
8807,8265,310.0
8807,8266,200.0
8807,8641,350.0
8807,8685,296.0
8807,8723,870.0
8807,8766,300.0
8807,8802,782.0
8807,8804,702.0
8807,8805,448.0
8807,8806,150.0
8808,8216,280.0
8808,8266,150.0
8808,8641,500.0
8808,8723,357.5
8808,8761,150.0
8808,8802,819.0
8808,8804,160.0
8808,8805,310.0
8808,8806,144.0
8808,9072,150.0
8809,8211,270.0
8809,8212,150.0
8809,8215,120.0
8809,8216,320.0
8809,8621,128.0
8809,8641,150.0
8809,8662,128.0
8809,8663,316.0
8809,8701,128.0
8809,8702,150.0
8809,8714,128.0
8809,8761,150.0
8809,8766,150.0
8809,8802,715.0
8809,8806,460.5
8809,8807,600.0
8809,8808,320.0
8810,8211,290.0
8810,8212,120.0
8810,8216,1036.0
8810,8265,150.0
8810,8685,150.0
8810,8694,200.0
8810,8723,555.6667
8810,8742,350.0
8810,8761,150.0
8810,8766,759.3334
8810,8802,902.5
8810,8804,896.0
8810,8805,603.0
8810,8807,299.0
8810,8808,418.0
8810,8809,768.0
8811,8211,280.0
8811,8212,120.0
8811,8216,610.0
8811,8265,160.0
8811,8641,460.0
8811,8663,274.0
8811,8723,331.6667
8811,8802,438.0
8811,8804,615.0
8811,8806,598.6667
8811,8808,900.0
8811,8809,585.0
8811,8810,608.6667
8812,7794,250.0
8812,8211,320.0
8812,8215,200.0
8812,8216,610.0
8812,8266,146.0
8812,8641,660.0
8812,8663,300.0
8812,8685,150.0
8812,8723,508.0
8812,8766,424.0
8812,8802,800.0
8812,8804,588.6667
8812,8805,256.0
8812,8806,754.0
8812,8808,128.0
8812,8809,1135.0
8812,8810,574.0
8813,8552,120.0
8813,8761,120.0
8813,8802,248.0
8814,7384,290.0
8814,8216,780.0
8814,8266,200.0
8814,8641,500.0
8814,8685,150.0
8814,8723,707.5
8814,8802,1096.0
8814,8804,984.6667
8814,8805,265.0
8814,8806,770.5
8814,8807,1018.0
8814,8808,1034.0
8814,8809,723.0
8814,8810,825.0
8814,8812,459.0
8815,8218,128.0
8815,8534,160.0
8815,8592,321.5
8815,8641,252.0
8815,8723,505.0
8815,8802,288.0
8815,9978,120.0
8816,8176,290.0
8816,8211,120.0
8816,8216,310.0
8816,8619,128.0
8816,8622,128.0
8816,8627,128.0
8816,8640,128.0
8816,8641,704.6666
8816,8662,278.0
8816,8663,128.0
8816,8665,128.0
8816,8685,150.0
8816,8694,128.0
8816,8700,128.0
8816,8707,160.0
8816,8714,252.0
8816,8723,324.0
8816,8761,310.0
8816,8766,274.0
8816,8802,998.6667
8816,8804,416.0
8816,8805,644.0
8816,8806,851.5
8816,8807,1206.0
8816,8808,448.0
8816,8809,856.0
8816,8810,941.0
8816,8811,985.0
8816,8812,1222.6666
8816,8814,1202.6666
8817,7448,720.0
8817,8211,410.0
8817,8212,320.0
8817,8215,360.0
8817,8216,463.3333
8817,8218,645.0
8817,8265,160.0
8817,8275,500.0
8817,8641,896.6666
8817,8663,644.0
8817,8700,200.0
8817,8723,331.6667
8817,8747,480.0
8817,8761,480.0
8817,8766,620.0
8817,8802,946.0
8817,8804,720.0
8817,8805,256.0
8817,8806,884.4
8817,8807,1242.0
8817,8808,860.0
8817,8809,864.0
8817,8810,588.0
8817,8811,750.0
8817,8812,1149.0
8817,8814,1010.0
8817,8816,1142.0
8818,8211,310.0
8818,8216,442.5
8818,8641,150.0
8818,8685,146.0
8818,8723,200.0
8818,8802,654.0
8818,8804,120.0
8818,8805,200.0
8818,8806,756.0
8818,8809,430.0
8818,8810,710.0
8818,8811,150.0
8818,8812,120.0
8818,8814,566.0
8818,8816,530.0
8818,8817,416.0
8819,8211,414.0
8819,8212,200.0
8819,8215,504.0
8819,8216,280.0
8819,8265,160.0
8819,8641,1030.0
8819,8663,320.0
8819,8702,200.0
8819,8747,320.0
8819,8761,480.0
8819,8766,320.0
8819,8802,704.0
8819,8804,160.0
8819,8805,128.0
8819,8806,427.5
8819,8807,876.0
8819,8808,576.0
8819,8809,576.0
8819,8810,578.0
8819,8811,654.0
8819,8812,422.0
8819,8814,690.0
8819,8816,384.0
8820,7448,720.0
8820,8197,270.0
8820,8211,410.0
8820,8212,240.0
8820,8215,200.0
8820,8216,668.5
8820,8218,256.0
8820,8266,300.0
8820,8641,1390.0
8820,8663,636.0
8820,8685,150.0
8820,8694,150.0
8820,8700,200.0
8820,8723,490.0
8820,8742,150.0
8820,8761,270.0
8820,8766,150.0
8820,8802,1384.6667
8820,8804,686.0
8820,8805,705.0
8820,8806,2090.5835
8820,8807,722.0
8820,8808,1165.0
8820,8809,518.0
8820,8810,1220.0
8820,8811,1400.0
8820,8812,718.0
8820,8814,1075.0
8820,8816,1052.0
8820,8817,711.0
8820,8819,272.0
8821,8211,120.0
8821,8212,240.0
8821,8216,645.0
8821,8265,150.0
8821,8641,650.0
8821,8663,274.0
8821,8685,150.0
8821,8723,200.0
8821,8766,150.0
8821,8802,798.0
8821,8804,320.0
8821,8806,485.0
8821,8807,744.0
8821,8808,604.0
8821,8810,628.0
8821,8811,150.0
8821,8812,315.0
8821,8814,150.0
8821,8816,300.0
8821,8817,406.0
8821,8818,360.0
8822,7358,590.0
8822,8211,175.0
8822,8212,120.0
8822,8216,615.3333
8822,8218,300.0
8822,8266,320.0
8822,8641,1351.6666
8822,8663,400.0
8822,8723,382.5
8822,8766,313.0
8822,8799,500.0
8822,8802,769.0
8822,8805,466.0
8822,8806,975.0
8822,8807,931.0
8822,8808,640.0
8822,8809,470.0
8822,8810,789.0
8822,8811,150.0
8822,8814,933.0
8822,8816,1174.0
8822,8817,1280.0
8822,8818,292.0
8822,8819,1161.0
8823,8211,150.0
8823,8215,200.0
8823,8216,270.0
8823,8641,150.0
8823,8663,350.0
8823,8723,400.0
8823,8802,458.0
8823,8805,416.0
8823,8806,780.0
8823,8807,470.0
8823,8808,150.0
8823,8809,120.0
8823,8810,620.0
8823,8811,120.0
8823,8814,538.0
8823,8816,587.0
8823,8817,1010.0
8823,8819,440.0
8824,8211,120.0
8824,8212,160.0
8824,8216,986.0
8824,8218,645.0
8824,8234,248.0
8824,8266,740.0
8824,8641,440.0
8824,8723,1106.3334
8824,8766,313.0
8824,8802,745.0
8824,8804,400.0
8824,8805,608.0
8824,8806,788.5
8824,8807,623.0
8824,8810,640.0
8824,8811,750.0
8824,8812,979.0
8824,8814,996.0
8824,8816,450.0
8824,8817,572.0
8824,8818,417.0
8824,8819,376.0
8824,8820,1288.0
8824,8821,790.0
8824,8822,495.0
8824,8823,590.0
8825,8215,1585.0
8825,8262,1497.5
8825,8268,1093.0
8825,8641,1410.0
8825,8663,636.0
8825,8802,1557.3334
8825,8804,1081.0
8825,8805,659.0
8825,8806,1308.9999
8825,8807,799.0
8825,8808,256.0
8825,8809,754.0
8825,8810,1295.0
8825,8811,479.0
8825,8812,629.0
8825,8814,778.0
8825,8816,733.0
8825,8817,864.3333
8825,8818,310.0
8825,8819,576.0
8825,8824,898.0
8825,9211,150.0
8826,8216,160.0
8826,8641,150.0
8826,8723,835.0
8826,8802,623.0
8826,8804,240.0
8826,8806,470.0
8826,8807,137.0
8826,8810,320.0
8826,8812,460.0
8826,8814,300.0
8826,8820,320.0
8826,8822,480.0
8826,8823,160.0
8826,8825,598.0
8827,7384,290.0
8827,8197,250.0
8827,8211,290.0
8827,8215,350.0
8827,8216,260.0
8827,8641,773.0
8827,8663,274.0
8827,8685,150.0
8827,8694,415.0
8827,8723,395.8333
8827,8766,274.0
8827,8799,270.0
8827,8802,1015.4667
8827,8804,957.0
8827,8805,510.0
8827,8806,1163.0
8827,8807,902.0
8827,8808,905.0
8827,8809,508.0
8827,8810,921.0
8827,8811,974.0
8827,8812,850.0
8827,8814,1417.0
8827,8816,1311.5
8827,8817,681.0
8827,8818,517.0
8827,8819,406.0
8827,8820,827.5
8827,8821,424.0
8827,8822,728.0
8827,8823,300.0
8827,8824,457.0
8827,8825,1004.0
8828,8216,280.0
8828,8641,150.0
8828,8694,160.0
8828,8766,200.0
8828,8802,598.0
8828,8805,120.0
8828,8806,603.0
8828,8807,876.0
8828,8808,240.0
8828,8809,264.0
8828,8810,809.6667
8828,8811,1034.0
8828,8812,744.0
8828,8814,1178.0
8828,8816,1026.0
8828,8817,416.0
8828,8818,406.0
8828,8819,380.0
8828,8820,848.0
8828,8822,590.0
8828,8823,320.0
8828,8824,160.0
8828,8825,935.3334
8828,8827,720.0
8829,7358,540.0
8829,7421,356.5
8829,7448,720.0
8829,8174,750.0
8829,8185,150.0
8829,8197,250.0
8829,8211,120.0
8829,8215,150.0
8829,8216,926.0
8829,8218,430.0
8829,8601,124.0
8829,8641,1226.6666
8829,8663,333.0
8829,8665,124.0
8829,8694,200.0
8829,8700,200.0
8829,8701,200.0
8829,8723,600.0
8829,8761,270.0
8829,8766,424.0
8829,8785,270.0
8829,8802,1220.0
8829,8804,900.0
8829,8805,834.0
8829,8806,937.6667
8829,8807,851.0
8829,8808,728.0
8829,8809,497.0
8829,8810,1183.3333
8829,8811,796.0
8829,8812,964.0
8829,8814,1209.0
8829,8816,1211.0
8829,8817,830.0
8829,8818,720.0
8829,8819,606.0
8829,8820,1266.0
8829,8821,372.0
8829,8822,771.0
8829,8823,786.0
8829,8824,1020.0
8829,8825,1390.8333
8829,8826,448.0
8829,8827,270.0
8829,8828,883.0
8830,8816,128.0
8830,8827,120.0
8830,8829,424.0
8831,8814,124.0
8831,8829,248.0
8833,7937,270.0
8833,8193,200.0
8833,8216,535.0
8833,8531,284.6667
8833,8532,248.0
8833,8534,386.0
8833,8535,236.0
8833,8542,128.0
8833,8587,128.0
8833,8588,528.0
8833,8591,445.0
8833,8592,288.0
8833,8802,816.6667
8833,8804,150.0
8833,8805,480.0
8833,8806,500.0
8833,8807,328.0
8833,8810,160.0
8833,8811,1418.0
8833,8812,562.0
8833,8814,1337.6
8833,8820,256.0
8833,8822,128.0
8833,8825,943.3333
8833,8827,862.0
8833,8828,128.0
8833,8829,827.0
8833,8831,1288.6667
8833,8832,882.0
8834,8216,295.0
8834,8265,150.0
8834,8543,100.0
8834,8546,250.0
8834,8551,256.0
8834,8555,270.0
8834,8586,150.0
8834,8641,150.0
8834,8723,365.0
8834,8802,951.0
8834,8803,120.0
8834,8804,1210.0
8834,8805,300.0
8834,8806,450.0
8834,8807,200.0
8834,8810,460.0
8834,8811,1028.0
8834,8812,200.0
8834,8814,776.0
8834,8818,416.0
8834,8819,256.0
8834,8820,428.0
8834,8821,350.0
8834,8822,402.0
8834,8823,320.0
8834,8824,920.3333
8834,8826,764.0
8834,8829,350.0
8835,8216,803.3333
8835,8218,935.5
8835,8234,320.0
8835,8243,124.0
8835,8244,320.0
8835,8265,175.0
8835,8641,320.0
8835,8723,761.0
8835,8802,958.0
8835,8804,1149.0
8835,8805,648.0
8835,8806,158.0
8835,8807,200.0
8835,8810,444.0
8835,8811,882.0
8835,8812,612.0
8835,8814,915.0
8835,8816,128.0
8835,8817,160.0
8835,8818,160.0
8835,8819,160.0
8835,8820,1557.0
8835,8821,650.0
8835,8822,771.0
8835,8823,480.0
8835,8824,696.0
8835,8826,120.0
8835,8827,150.0
8835,8834,450.0
8836,7264,680.0
8836,7292,626.0
8836,7358,1005.5
8836,7363,760.0
8836,7384,590.0
8836,7421,1370.0
8836,7448,1120.0
8836,7461,295.0
8836,7568,295.0
8836,7674,333.0
8836,7794,941.3334
8836,7857,270.0
8836,7872,500.0
8836,7925,295.0
8836,7937,792.0
8836,8018,360.0
8836,8100,528.0
8836,8174,580.0
8836,8176,475.5
8836,8197,396.0
8836,8199,270.0
8836,8211,725.0
8836,8212,200.0
8836,8215,560.0
8836,8216,2204.6665
8836,8218,1166.0
8836,8220,150.0
8836,8223,350.0
8836,8234,460.0
8836,8235,248.0
8836,8240,248.0
8836,8242,248.0
8836,8243,320.0
8836,8244,300.0
8836,8245,300.0
8836,8249,248.0
8836,8253,150.0
8836,8259,320.0
8836,8265,620.0
8836,8266,666.0
8836,8270,175.0
8836,8271,450.0
8836,8275,600.0
8836,8592,600.6667
8836,8619,272.5
8836,8621,350.0
8836,8622,500.0
8836,8641,1453.0952
8836,8649,603.0
8836,8663,1100.0
8836,8684,215.0
8836,8694,680.0
8836,8700,200.0
8836,8701,400.0
8836,8702,360.0
8836,8723,1185.0
8836,8742,310.0
8836,8745,150.0
8836,8747,720.0
8836,8761,1000.0
8836,8766,776.3334
8836,8785,1040.0
8836,8799,1080.0
8836,8802,1359.8334
8836,8804,460.0
8836,8805,320.0
8836,8806,1151.6666
8836,8807,500.0
8836,8808,1125.0
8836,8809,566.0
8836,8810,1042.0
8836,8811,470.0
8836,8812,811.6667
8836,8814,1309.0
8836,8816,1143.0
8836,8817,610.0
8836,8818,437.0
8836,8819,308.0
8836,8822,150.0
8836,8823,274.0
8836,8824,944.0
8836,8826,470.0
8836,8827,1112.3334
8836,8828,746.0
8836,8829,1134.3
8836,8833,300.0
8836,8834,755.0
8836,8835,1051.6667
8836,9340,160.0
8837,8693,240.0
8837,8746,240.0
8837,8755,360.0
8837,8756,360.0
8837,8758,240.0
8837,8760,360.0
8837,8762,360.0
8837,8763,360.0
8837,8764,360.0
8837,8766,240.0
8838,8262,144.0
8839,7689,295.0
8839,7690,120.0
8839,7703,150.0
8839,7704,347.0
8839,7937,252.0
8839,8133,300.0
8839,8135,150.0
8839,8138,1160.0
8839,8139,365.0
8839,8143,600.0
8839,8150,150.0
8839,8170,150.0
8839,8172,905.0
8839,8173,120.0
8839,8176,160.0
8839,8178,150.0
8839,8197,150.0
8841,8970,40.0
8844,8529,40.0
8844,10176,40.0
8845,8840,120.0
8846,9433,40.0
8849,8921,40.0
8855,7180,200.0
8855,7215,240.0
8855,7227,240.0
8855,7254,120.0
8855,7256,240.0
8855,7292,240.0
8855,7358,796.0
8855,7363,580.0
8855,7421,2814.5
8855,7448,560.0
8855,7454,520.0
8855,7457,220.0
8855,7744,1140.0
8855,7794,1032.0
8855,7872,520.0
8855,7901,400.0
8855,7905,400.0
8855,7925,580.0
8855,7958,300.0
8855,7961,150.0
8855,7963,150.0
8855,7964,150.0
8855,8022,838.0
8855,8033,256.0
8855,8066,240.0
8855,8176,626.0
8855,8218,733.0
8855,8511,150.0
8855,8516,150.0
8855,8520,150.0
8855,8524,150.0
8856,7534,353.0
8856,7987,137.0
8856,9011,128.0
8856,9059,128.0
8857,8995,128.0
8858,7264,375.0
8858,8843,110.0
8858,8852,40.0
8858,8856,503.0
8860,7292,120.0
8860,8022,124.0
8860,8855,128.0
8860,8856,128.0
8863,8860,40.0
8864,7198,415.0
8864,7264,324.0
8864,7280,410.0
8864,7292,124.0
8864,7421,1664.0
8864,7987,390.0
8864,7988,480.0
8864,8001,372.0
8864,8003,274.0
8864,8010,316.0
8864,8014,342.0
8864,8022,373.3333
8864,8026,300.0
8864,8855,466.0
8864,8856,548.8
8864,8857,376.0
8864,8858,420.0
8864,8860,384.0
8867,8856,128.0
8867,8864,376.0
8868,7198,240.0
8868,7256,248.0
8868,7264,411.3333
8868,7280,368.0
8868,7286,240.0
8868,7292,300.0
8868,7358,1317.5
8868,7363,760.0
8868,7421,3992.0
8868,7448,800.0
8868,7454,250.0
8868,7461,295.0
8868,7794,1880.0
8868,7925,590.0
8868,7987,444.0
8868,7993,160.0
8868,7999,160.0
8868,8001,556.0
8868,8010,776.0
8868,8014,603.3333
8868,8022,324.0
8868,8040,411.0
8868,8100,1093.5
8868,8176,792.0
8868,8216,1984.0
8868,8218,812.0
8868,8262,733.0
8868,8275,416.0
8868,8641,2416.0
8868,8723,2626.0
8868,8799,720.0
8868,8802,1208.0
8868,8836,1332.0
8868,8855,481.0
8868,8858,201.5
8868,8860,248.0
8868,8864,628.0
8868,8927,128.0
8870,8860,120.0
8870,8863,40.0
8870,8972,40.0
8871,7198,448.0
8871,7222,240.0
8871,7256,248.0
8871,7264,680.6667
8871,7280,508.0
8871,7292,830.0
8871,7358,934.0
8871,7362,520.0
8871,7363,760.0
8871,7421,4442.0
8871,7448,760.0
8871,7461,353.0
8871,7534,353.0
8871,7744,1290.0
8871,7794,1597.0
8871,7872,626.0
8871,7884,313.0
8871,7925,590.0
8871,7937,792.0
8871,7965,740.0
8871,7974,150.0
8871,7985,120.0
8871,7987,993.0
8871,7988,240.0
8871,7993,368.0
8871,7995,120.0
8871,7999,150.0
8871,8001,994.0
8871,8003,348.0
8871,8009,137.0
8871,8010,643.3333
8871,8014,762.0
8871,8022,632.0
8871,8025,150.0
8871,8026,348.0
8871,8027,320.0
8871,8033,320.0
8871,8035,160.0
8871,8037,220.0
8871,8040,508.0
8871,8068,150.0
8871,8070,430.0
8871,8071,1020.0
8871,8100,1063.5
8871,8138,360.0
8871,8176,1110.0
8871,8216,1624.0
